Author,Review URL,Description,Rating
Swathi Kesarla,https://www.zoma.to/qqNvRB,"Have gone to this so many times as it is near by. This is an Andhra restuarant and serve all kinds of tasty Andhra style dishes .The only thing I order here  is meals. I donno much about non veg but many of friends say that its good too. Veg meals contains dal sambar many varieties of fries rasam panchadi papad. On some days ulavacharu is served along with meals, I die for it ,it tastes lik heaven, so nicely prepared. Once I tasted veg biryani it was okay . It is low cost nd nice restaurant for daily lunch or dinner , Especially if you are carving for Andhra dishes. So go nd enjoy.",4.0
Santosh Reddy Nigudagi,https://www.zoma.to/QXQArg,Probably the best biryani place in Bangalore. We have driven all the way from ITPL many times to get the biryani and haven't been disappointed. Please start home delivery services in a wider area,4.0
Priyanka Bariki,https://www.zoma.to/LOkdAa,"Its really disgusting that these people don't deliver food to a place which is Just 1 km away....!!! one evening when i called  for the home delivery...One of the staff memeber  says "" We cant deliver the food "" and he cuts my call....These people don't even know how to treat their customers...!!!! When they don't want to serve customers then why the hell do they have the restaurant....!! staff was very very rude....They actually deserve 0.5 ratings...jst BMJ",1.0
Hemalatha S G,https://www.zoma.to/zyNdak,All the ratings I give here solely go to the mouth watering Biriyanis they serve. Friday afternoons are crowded with the office goers from the surrounding tech parks. But that is no reason why the service should turn people's dining experience into a nightmare.<br/>An arrogant waiter and a very pestering cleaning boy who just wanted us to eat as soon as possible and leave the place made it a bit of a harrowing time for us.<br/>The boneless chicken biriyani was out of the world. And that's one of its kind of in Bangalore. The chilly chicken was also done well. Special mention to the Gobi Chilly. It was the best dish of all the things that we had ordered.<br/>The ambience is good with clean and hygiene given a high priority.,3.5
Pranav Prakash,https://www.zoma.to/mYNxZr,"Located on outer ring road, this place is famous for it's Andhra style biryani. I was not sure why there was all buzz surrounding the biryani and hence decided to give a visit. We ordered for Meghna Special Chicken Biryani and oh boy! it didn't disappoint us. This was the best biryani I had till date and I instantly fell in love with this chain. The ambiance was okayish and staff was courteous. Must visit if you are a biryani fan, you won't be disappointed.",4.0
Praneeth Srinivas,https://www.zoma.to/BgOomq,"A perfect andhra cuisine thats famous for its biryani portion and little less cowt on pocket. Very Crowded .... I have been to this place after a friend suggested me. I was craving for Hyderabadi biryani and I managed to reach this place after a great research and suggestions from peers and friends. It definitely didn't disappoint me. However, the biryani which they call Hyderabadi is definitely not Hyderabadi. It tasted better than many joints in Bangalore and the authentic serving in banana leaf is sure a great routine. I also ordered egg masala along side with rotis which are not so good. Egg masala tasted sweet and roti is hard (btw it's hot). We asked for the change of roti and surprisingly they did changed them. We also ordered fish fry which comes with 2 neer fish and tasted OK. We dint tried desserts since we were full. If you are lighter on pocket then you should try this place once. ",3.5
Abhishek Bajpai,https://www.zoma.to/AoGeXy,"Went their for lunch on a wednesday afternoon.This place is always crowded,difficult to get place on fridays.We ordered for veg biryani,egg biryani and paneer biryani.Paneer peices were litle hard.The remaining two biryani's were good.Lassi is ok.",3.5
Sharmistha Saha,https://www.zoma.to/AozwRl,Indeed biriyani was very good over here! I was coming back from shopping and i was dam hungry nothing is better then Biriyani if you are hungry! Me and my guy went to this outlet.. It was dam crowded but I loved there ambiance and their service!! Authentic andra style briryani...loved it,3.0
Vignesh Venugopal,https://www.zoma.to/pkaymw,"Ambience : 3.5/5<br/>Food : 4/5<br/>Service : 3.5/5<br/>Value for Money : 4/5<br/>Things to try : Boneless chicken briyani, sheer fish fry<br/>Disappointments : Unmannered servers<br/>Best suits : Hefty non-veg lunch / dinner ",4.0
RAVI ROSHAN,https://www.zoma.to/yNADZq,"Paneer Biryani was super.<br/>Being a vegetarian, I have tried Biryani at different places... But no match with Paneer Biryani. Superb... Service is good and quick. Never tried home delivery though..",5.0
Priya,https://www.zoma.to/LOwpnX,"The ambience of the place needs a bit of attention and I would rate it as 3 though the place is clean.<br/>The whole experience of eating in a Banana leaf was awesome and new for a foodie like me.<br/>Talking about Meghana food is like relishing the Exuberant taste of the biryani again. <br/>To start with me ordered chicken 65 and gobhi ""manchuri"" . Both being authentic and awesome in taste. Excellent is the word. After the starters we ordered the megahana spcl biryani which was surprisingly boneless and made me reluctant at first to order but then when i git the first taste of it....mmmmmm.... It was the best biryani i had tasted in a very long time. I really recommend this place for all the biryani lovers in Bangalore.",3.5
Cyril Mac,https://www.zoma.to/PlOlod,Best Biriyani in town? hmmm that's debatable! But It sure is good! Not just the biriyani the sides and the meals as well! The portions are pretty big so think twice before you go witht the classic one biriyani per person order! The place gets really crowded though even on weekdays so make sure you factor in the time spent waiting. But otherwise no complaints about it. Oh and also remember this place is all about the food.,4.0
Harish Ojha,https://www.zoma.to/NmyENK,"Horrible home delivery service. The delivery person would not talk properly and same with the person who takes order. They will bring the order half way and say either come and collect or cancel it. In fact once I order 2 ltr pepsi to make it more than 500 (min for home delivery), the person came with small bottle which I noticed only upon reaching back home (remember they will call you to come half way).. cheater.. So horrible service. To go and dine in is good.",1.5
Patibandla Gokul Chowdary,https://www.zoma.to/vlgngG,A good biryani place for biryani lovers. Taste differs from the one in koramangala but satisfies ur taste buds to the maximum extent. The ambience is a lot better compared to the one in koramangala,4.0
Vamshi Krishna Arey,https://www.zoma.to/GYRooL,I had paneer biryani it is the worst biryani I had a ven with my friends biryani they were cold and the meat was not cooked properly. The prawns were cold inside I suggest not to go there road side biryani is better.,1.0
Manoj Gupta,https://www.zoma.to/YNMAGM,I had biryani from Meghana Foods multiple times and the taste of biryani is simply awesome...Must try atleast for once<br/><br/>Place is well maintained,4.5
Kumar Raghavendra,https://www.zoma.to/oKBmGD,"Although known for it's Biryani, this place is quite good for it's meals. With a large number of offices around it, it is always crowded during lunch hours. Despite having two floors of seating, it can be difficult to find a table here. Besides, finding a parking spot can prove to be even harder. <br/><br/>If you manage to get past these hurdles, the food itself is quite delicious. You can order any of the biryanis or go for the meals. Both are very filling and will whet the spicier side of your palette. The price is decent for the quality and quantity of food here. However, the service isn't the best and can definitely improve. The waiters can get to the point of being rude when the crowd is high. ",4.0
