Area Found,Restaurant Name,Rating,Cuisine,Price,Link
Jakkur,New Udupi Grand,N/A,"North Indian, South Indian, Street Food, Chinese, Shake, Beverages",₹350 for two,https://www.zomato.com/bangalore/new-udupi-grand-hbr-layout-bangalore/info
Jakkur,Bangarpet Chats,N/A,Street Food,₹100 for two,https://www.zomato.com/bangalore/bangarpet-chats-sahakara-nagar-bangalore/info
Jakkur,De Grand Restaurant,N/A,"North Indian, Chinese, Sichuan, Biryani, Mughlai, Rolls, Kerala, Street Food",₹850 for two,https://www.zomato.com/bangalore/de-grand-restaurant-hennur/info
Jakkur,Simply South The Breakfast Habitat,N/A,South Indian,₹200 for two,https://www.zomato.com/bangalore/simply-south-the-breakfast-habitat-jakkur-bangalore/info
Jakkur,Bangalore Bakers,N/A,"Bakery, Fast Food, Desserts",₹300 for two,https://www.zomato.com/bangalore/bangalore-bakers-jakkur-bangalore/info
Jakkur,Udupi Park Inn,N/A,"South Indian, Street Food, Chinese, Juices, Shake, Beverages",₹300 for two,https://www.zomato.com/bangalore/udupi-park-inn-hebbal-bangalore/info
Jakkur,Seven Fusion,N/A,"Chinese, North Indian, Italian, Street Food, Fast Food, Beverages, Shake, Desserts",₹500 for two,https://www.zomato.com/bangalore/seven-fusion-1-jakkur-bangalore/info
Jakkur,New Peacock Restaurant,N/A,"North Indian, Chinese, Bengali, Biryani, Sichuan",₹450 for two,https://www.zomato.com/bangalore/new-peacock-restaurant-rt-nagar/info
Jakkur,Mohammdia Hotel,N/A,"North Indian, Biryani",₹300 for two,https://www.zomato.com/bangalore/mohammdia-hotel-rt-nagar-bangalore/info
Jakkur,Hotel Park,N/A,"Chinese, Fast Food",₹200 for two,https://www.zomato.com/bangalore/hotel-park-1-jakkur-bangalore/info
Jakkur,Hotel Amrapali,N/A,"Andhra, Chinese, North Indian",₹350 for two,https://www.zomato.com/bangalore/hotel-amrapali-yelahanka/info
Jakkur,Udupi Utsav,N/A,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts, Mangalorean, Biryani",₹500 for two,https://www.zomato.com/bangalore/udupi-utsav-1-hbr-layout-bangalore/info
Jakkur,Punjab Kulcha Co,N/A,North Indian,₹400 for two,https://www.zomato.com/bangalore/punjab-kulcha-co-jakkur-bangalore/info
Jakkur,Udupi Utsav,N/A,"South Indian, North Indian, Chinese, Beverages, Street Food, Shake, Sichuan",₹350 for two,https://www.zomato.com/bangalore/udupi-utsav-hebbal-bangalore/info
Jakkur,Barbeque Nation,N/A,"North Indian, BBQ, Kebab, Biryani","₹1,800 for two",https://www.zomato.com/bangalore/barbeque-nation-jakkur-bangalore/info
Jakkur,Alfresco Bar,N/A,"North Indian, Chinese, South Indian, Mexican","₹1,400 for two",https://www.zomato.com/bangalore/alfresco-bar-jakkur-bangalore/info
Jakkur,Whitemist Cafe,N/A,"North Indian, Chinese, Italian, Fast Food, Pizza, Burger, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/whitemist-cafe-hennur-bangalore/info
Jakkur,Chung Wah,N/A,"Chinese, Thai, Vietnamese, Sichuan",₹950 for two,https://www.zomato.com/bangalore/chung-wah-hennur-bangalore/info
Jakkur,Yarash Farms,N/A,"Goan, South Indian, Biryani",₹850 for two,https://www.zomato.com/bangalore/yarash-farms-jakkur-bangalore/info
Jakkur,Cafe Coffee Day,N/A,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Desserts",₹750 for two,https://www.zomato.com/bangalore/cafe-coffee-day-hennur-bangalore/info
Jakkur,Lucknowi Khana,N/A,"Chinese, Mughlai, North Indian, Desserts",₹700 for two,https://www.zomato.com/bangalore/lucknowi-khana-hennur-bangalore/info
Jakkur,ECO Food Court,N/A,"South Indian, Seafood, North Indian, Mughlai, Chinese, Biryani, Sichuan",₹650 for two,https://www.zomato.com/bangalore/eco-food-court-hennur-bangalore/info
Jakkur,Taco Bell,N/A,"Street Food, Fast Food, Mexican",₹600 for two,https://www.zomato.com/bangalore/taco-bell-yelahanka-bangalore/info
Jakkur,Just Bake,N/A,"Desserts, Bakery",₹600 for two,https://www.zomato.com/bangalore/just-bake-1-jakkur-bangalore/info
Jakkur,Cafe Qahwa,N/A,"Cafe, Fast Food, Beverages",₹600 for two,https://www.zomato.com/bangalore/cafe-qahwa-hennur-bangalore/info
Jakkur,Beijing Pearls,N/A,"Chinese, Seafood",₹550 for two,https://www.zomato.com/bangalore/beijing-pearls-hennur-bangalore/info
Jakkur,Sarvas Chowka,N/A,"North Indian, Mughlai, Chinese, Sichuan",₹550 for two,https://www.zomato.com/bangalore/sarvas-chowka-hennur-bangalore/info
Jakkur,Baskin Robbins - Ice Cream Desserts,N/A,"Bakery, Desserts, Ice Cream, Shake, Beverages, Cake, Italian",₹500 for two,https://www.zomato.com/bangalore/baskin-robbins-ice-cream-desserts-hennur-bangalore/info
Jakkur,Baadoota,N/A,"Mughlai, South Indian",₹500 for two,https://www.zomato.com/bangalore/baadoota-hennur-bangalore/info
Jakkur,Thalassery Restaurant,N/A,"Kerala, South Indian, Seafood, Chinese, Biryani, Mughlai, Ice Cream, Beverages",₹500 for two,https://www.zomato.com/bangalore/thalassery-restaurant-hebbal-bangalore/info
Jakkur,Fine Food Restaurant,N/A,"North Indian, Chinese, Fast Food, Arabian, Kerala, Juices, Beverages, Rolls",₹500 for two,https://www.zomato.com/bangalore/fine-food-restaurant-hennur-bangalore/info
Jakkur,New Kabab Plaza,N/A,"North Indian, Chinese, Fast Food, Beverages, Sichuan",₹500 for two,https://www.zomato.com/bangalore/new-kabab-plaza-hennur/info
Jakkur,Barbeque Station,N/A,"BBQ, North Indian, Shawarma",₹500 for two,https://www.zomato.com/bangalore/barbeque-station-hennur-bangalore/info
Jakkur,Bun Cake,N/A,Bakery,₹500 for two,https://www.zomato.com/bangalore/bun-cake-hebbal-bangalore/info
Jakkur,Food Palace,N/A,"North Indian, Mughlai, Chinese, Rolls, Seafood, Beverages",₹500 for two,https://www.zomato.com/bangalore/food-palace-rt-nagar-bangalore/info
Jakkur,Jai Hind Zaika,N/A,"North Indian, Chinese, Seafood, Shawarma, Biryani",₹500 for two,https://www.zomato.com/bangalore/jai-hind-zaika-nagawara-bangalore/info
Jakkur,Mangalore Cafe,N/A,"Burger, Fast Food, Ice Cream, Rolls, Shake, Juices, Sandwich",₹500 for two,https://www.zomato.com/bangalore/mangalore-cafe-jakkur-bangalore/info
Jakkur,HYD SS Biriyani Zone,N/A,"Biryani, Andhra, North Indian, Chinese, Mughlai, Sichuan",₹500 for two,https://www.zomato.com/bangalore/hyd-ss-biriyani-zone-nagawara-bangalore/info
Jakkur,Biryani Foodies,N/A,"Biryani, North Indian, Mughlai, Chinese, Seafood, Kebab, Rolls, Street Food",₹500 for two,https://www.zomato.com/bangalore/biryani-foodies-jakkur-bangalore/info
Jakkur,Ciro's Pizzeria,N/A,"Pizza, Panini, Pasta, Beverages",₹500 for two,https://www.zomato.com/bangalore/ciros-pizzeria-sahakara-nagar-bangalore/info
Jakkur,Kerala Mess,N/A,Fast Food,₹500 for two,https://www.zomato.com/bangalore/kerala-mess-kalyan-nagar-bangalore/info
Jakkur,K C Das Sweets House,N/A,"Mithai, Desserts, Street Food",₹500 for two,https://www.zomato.com/bangalore/k-c-das-sweets-house-sahakara-nagar-bangalore/info
Jakkur,Spar Kitchen,N/A,"Pizza, Chinese, Biryani, Rolls, Fast Food, Beverages",₹500 for two,https://www.zomato.com/bangalore/spar-kitchen-yelahanka-bangalore/info
Jakkur,Natti Biryani Adda,N/A,"North Indian, Chinese, Biryani, Street Food, South Indian",₹500 for two,https://www.zomato.com/bangalore/natti-biryani-adda-hennur-bangalore/info
Jakkur,Milkshake & Co,N/A,"Shake, Beverages",₹500 for two,https://www.zomato.com/bangalore/milkshake-co-hebbal-bangalore/info
Jakkur,Facecake,N/A,"Bakery, Desserts",₹500 for two,https://www.zomato.com/bangalore/facecake-1-hennur-bangalore/info
Jakkur,"No Sugar, Please! -Juices, Salads & Fruit Bowls",N/A,"Beverages, Juices, Healthy Food",₹500 for two,https://www.zomato.com/bangalore/no-sugar-please-juices-salads-fruit-bowls-nagawara-bangalore/info
Jakkur,Namaste Cafe,N/A,"South Indian, North Indian, Chinese, Biryani, Juices, Shake, Beverages",₹500 for two,https://www.zomato.com/bangalore/namaste-cafe-sahakara-nagar-bangalore/info
Jakkur,Chegg's Cafe,N/A,"Cafe, Fast Food",₹500 for two,https://www.zomato.com/bangalore/cheggs-cafe-rt-nagar-bangalore/info
Jakkur,Kwality Kitchen,N/A,"North Indian, Chinese, Biryani, Kebab, Rolls, Sandwich, Fast Food, Beverages",₹500 for two,https://www.zomato.com/bangalore/kwality-kitchen-yelahanka-bangalore/info
Jakkur,Baskin Robbins Happyness Shakes,N/A,"Shake, Beverages",₹500 for two,https://www.zomato.com/bangalore/baskin-robbins-happyness-shakes-jakkur-bangalore/info
Jakkur,Al-Zidan,N/A,"Biryani, Chinese",₹500 for two,https://www.zomato.com/bangalore/al-zidan-1-rt-nagar-bangalore/info
Jakkur,Milkshake & Co,N/A,"Shake, Beverages",₹500 for two,https://www.zomato.com/bangalore/milkshake-co-1-hebbal-bangalore/info
Jeevanbheema Nagar,Kailash Parbat,N/A,"North Indian, Street Food, Biryani, Desserts, Beverages",₹500 for two,https://www.zomato.com/bangalore/kailash-parbat-indiranagar-bangalore/info
Jeevanbheema Nagar,Plan B,N/A,"Street Food, Pizza","₹1,800 for two",https://www.zomato.com/bangalore/plan-b-indiranagar/info
Jeevanbheema Nagar,Indiranagar SOCIAL,N/A,"North Indian, Biryani, Rolls, Burger, Pizza, Momos, Korean, Shake","₹1,500 for two",https://www.zomato.com/bangalore/indiranagar-social-indiranagar-bangalore/info
Jeevanbheema Nagar,Daily Sushi,N/A,"Sushi, Japanese, Korean, Asian, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/daily-sushi-1-indiranagar-bangalore/info
Jeevanbheema Nagar,Sorso Taproom & Kitchen,N/A,"Chinese, Pizza, Biryani","₹1,800 for two",https://www.zomato.com/bangalore/sorso-taproom-kitchen-mahadevapura-bangalore/info
Jeevanbheema Nagar,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",N/A,"Desserts, Ice Cream, Waffle, Shake",₹700 for two,https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-kaggadasapura-bangalore/info
Jeevanbheema Nagar,GOPIZZA,N/A,"Fast Food, Pizza, Korean",₹300 for two,https://www.zomato.com/bangalore/gopizza-1-mahadevapura-bangalore/info
Jeevanbheema Nagar,California Burrito,N/A,"Mexican, American, Continental, Healthy Food, Beverages, Fast Food",₹600 for two,https://www.zomato.com/bangalore/california-burrito-2-marathahalli/info
Jeevanbheema Nagar,Boba bhai - Bubble Tea & Korean Street Food,N/A,"Bubble Tea, Burger, Beverages, Tea, Fast Food, Street Food, Momos, Shake",₹600 for two,https://www.zomato.com/bangalore/boba-bhai-bubble-tea-korean-street-food-indiranagar-bangalore/info
Jeevanbheema Nagar,Beijing Bites,N/A,"Chinese, Asian, Thai, Seafood, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/bangalore/beijing-bites-1-kaggadasapura-bangalore/info
Jeevanbheema Nagar,Flavors By Regenta Inn Grand,N/A,"North Indian, Oriental, Biryani, Seafood, Fast Food, Desserts, Beverages","₹1,300 for two",https://www.zomato.com/bangalore/flavors-by-regenta-inn-grand-marathahalli-bangalore/info
Jeevanbheema Nagar,Terrace Kitchen,N/A,"North Indian, South Indian, Chinese, Biryani, Seafood","₹1,200 for two",https://www.zomato.com/bangalore/terrace-kitchen-mahadevapura-bangalore/info
Jeevanbheema Nagar,KL58 Baker's Cafe,N/A,"Biryani, South Indian, Chinese",₹150 for two,https://www.zomato.com/bangalore/kl58-bakers-cafe-marathahalli-bangalore/info
Jeevanbheema Nagar,The Shack - Restopub,N/A,"Finger Food, North Indian, Chinese, Chettinad, Fast Food, Desserts","₹1,600 for two",https://www.zomato.com/bangalore/the-shack-restopub-rammurthy-nagar-bangalore/info
Jeevanbheema Nagar,Kalmane Koffees,N/A,"Cafe, Beverages, Fast Food, Desserts",₹350 for two,https://www.zomato.com/bangalore/kalmane-koffees-1-mg-road-bangalore/info
Jeevanbheema Nagar,Sam's Cafe,N/A,"Chinese, North Indian, South Indian",₹300 for two,https://www.zomato.com/bangalore/sams-cafe-banaswadi-bangalore/info
Jeevanbheema Nagar,Kolkata Famous Kati Rolls,N/A,"Rolls, North Indian",₹200 for two,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-1-banaswadi-bangalore/info
Jeevanbheema Nagar,Crunchy Chicken Corner,N/A,"Burger, Rolls, Momos, Fast Food",₹250 for two,https://www.zomato.com/bangalore/crunchy-chicken-corner-old-madras-road-bangalore/info
Jeevanbheema Nagar,The Kofe Bar,N/A,"Rolls, Street Food, Beverages",₹200 for two,https://www.zomato.com/bangalore/the-kofe-bar-domlur-bangalore/info
Jeevanbheema Nagar,3 One 3 Cafe,N/A,"Fast Food, Pizza, Sandwich",₹400 for two,https://www.zomato.com/bangalore/3-one-3-cafe-shanti-nagar-bangalore/info
Jeevanbheema Nagar,Biryani Bros,N/A,"Biryani, North Indian, Fast Food",₹450 for two,https://www.zomato.com/bangalore/biryani-bros-koramangala-4th-block-bangalore/info
Jeevanbheema Nagar,Sri Udupi Food Hub,N/A,"South Indian, North Indian, Sandwich, Beverages",₹650 for two,https://www.zomato.com/bangalore/sri-udupi-food-hub-domlur-bangalore/info
Jeevanbheema Nagar,Brunchilly - Sarovar Portico,N/A,"North Indian, Biryani, Continental, Thai","₹1,600 for two",https://www.zomato.com/bangalore/brunchilly-sarovar-portico-marathahalli-bangalore/info
Jeevanbheema Nagar,Karim's - Original From Delhi 6 Jama Masjid - Since 1913,N/A,"North Indian, Mughlai, Biryani",₹900 for two,https://www.zomato.com/bangalore/karims-original-from-delhi-6-jama-masjid-since-1913-koramangala-4th-block-bangalore/info
Jeevanbheema Nagar,Shambhu’s Cafe,N/A,"Sandwich, Fast Food, Street Food, North Indian, Tea, Burger, Beverages",₹300 for two,https://www.zomato.com/bangalore/shambhus-cafe-indiranagar-bangalore/info
Jeevanbheema Nagar,Imlee - The Chaat Gali,N/A,"Street Food, North Indian, Desserts",₹200 for two,https://www.zomato.com/bangalore/imlee-the-chaat-gali-1-indiranagar-bangalore/info
Jeevanbheema Nagar,Pizza Hut,N/A,"Pizza, Italian, Pasta, Fast Food, Desserts, Beverages",₹300 for two,https://www.zomato.com/bangalore/pizza-hut-airport-road/info
Jeevanbheema Nagar,MH 12 Pav Bhaji,N/A,"Street Food, Pizza",₹300 for two,https://www.zomato.com/bangalore/mh-12-pav-bhaji-indiranagar-bangalore/info
Jeevanbheema Nagar,Nagarjuna - Since 1984,N/A,"Andhra, Biryani, South Indian","₹1,000 for two",https://www.zomato.com/bangalore/nagarjuna-since-1984-indiranagar-bangalore/info
Jeevanbheema Nagar,Teesta,N/A,"Tibetan, Chinese, Nepalese, Momos",₹600 for two,https://www.zomato.com/bangalore/teesta-indiranagar-bangalore/info
Jeevanbheema Nagar,LICK - Lavonne Ice Cream Kitchen,N/A,"Ice Cream, Desserts, Beverages",₹500 for two,https://www.zomato.com/bangalore/lick-lavonne-ice-cream-kitchen-indiranagar-bangalore/info
Jeevanbheema Nagar,Chulha Chauki Da Dhaba,N/A,"North Indian, Chinese, Kebab, Mughlai, Biryani, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/chulha-chauki-da-dhaba-marathahalli-bangalore/info
Jeevanbheema Nagar,Domino's Pizza,N/A,"Pizza, Fast Food, Desserts, Beverages",₹500 for two,https://www.zomato.com/bangalore/dominos-pizza-1-cv-raman-nagar-bangalore/info
Jeevanbheema Nagar,Prezzed Juicery,N/A,"Beverages, Healthy Food, Sandwich, Juices, Salad",₹200 for two,https://www.zomato.com/bangalore/prezzed-juicery-koramangala-1st-block-bangalore/info
Jeevanbheema Nagar,Swirlyo,N/A,"Ice Cream, Beverages, Desserts",₹400 for two,https://www.zomato.com/bangalore/swirlyo-domlur-bangalore/info
Jeevanbheema Nagar,Streats,N/A,"North Indian, Chinese, Fast Food, Pizza, Cafe, Kebab",₹900 for two,https://www.zomato.com/bangalore/streats-old-madras-road-bangalore/info
Jeevanbheema Nagar,Waffletino,N/A,"Waffle, Pancake, Fast Food, Shake, Beverages",₹300 for two,https://www.zomato.com/bangalore/waffletino-airport-road-bangalore/info
Jeevanbheema Nagar,Skyline Rooftop Bar & Kitchen,N/A,"Chinese, Italian, Fast Food, North Indian, Kebab, Biryani, Continental, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/skyline-rooftop-bar-kitchen-marathahalli-bangalore/info
Jeevanbheema Nagar,Sharief Bhai Biryani,N/A,"Biryani, South Indian, Shawarma, Rolls, Kebab",₹800 for two,https://www.zomato.com/bangalore/sharief-bhai-biryani-indiranagar-bangalore/info
Jeevanbheema Nagar,Sour House,N/A,"Bakery, Continental",₹400 for two,https://www.zomato.com/bangalore/sour-house-koramangala-4th-block-bangalore/info
Jeevanbheema Nagar,Teka,N/A,"Beverages, Desserts",₹800 for two,https://www.zomato.com/bangalore/teka-3-indiranagar-bangalore/info
Jeevanbheema Nagar,Savoury Restaurant,N/A,"North Indian, Arabian, Chinese, Mughlai, Seafood, Shawarma, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/savoury-restaurant-kaggadasapura-bangalore/info
Jeevanbheema Nagar,Punjab Bistro,N/A,"North Indian, Mughlai, Seafood, Biryani, Desserts","₹1,300 for two",https://www.zomato.com/bangalore/punjab-bistro-1-whitefield-bangalore/info
Jeevanbheema Nagar,Brott,N/A,"Desserts, Coffee",₹350 for two,https://www.zomato.com/bangalore/brott-indiranagar-bangalore/info
Jeevanbheema Nagar,Wango - The Mango Club,N/A,"Desserts, Street Food, Juices, Beverages",₹400 for two,https://www.zomato.com/bangalore/wango-the-mango-club-indiranagar-bangalore/info
Jeevanbheema Nagar,Pibbles Bakery,N/A,"Bakery, Desserts",₹350 for two,https://www.zomato.com/bangalore/pibbles-bakery-4-indiranagar-bangalore/info
Jeevanbheema Nagar,Leon's Burgers & Wings,N/A,"Burger, Fast Food, Wraps",₹700 for two,https://www.zomato.com/bangalore/leons-burgers-wings-indiranagar-bangalore/info
Jeevanbheema Nagar,"Aubree - Cakes, Desserts & More",N/A,"Bakery, Desserts, Italian, Thai, Fast Food",₹900 for two,https://www.zomato.com/bangalore/aubree-cakes-desserts-more-mg-road-bangalore/info
Jeevanbheema Nagar,Botlee Bar - Sarovar Portico,N/A,"North Indian, Continental, Chinese, Salad, Momos, Desserts, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/botlee-bar-sarovar-portico-marathahalli-bangalore/info
Jeevanbheema Nagar,The Curry House,N/A,"North Indian, Chinese","₹1,000 for two",https://www.zomato.com/bangalore/the-curry-house-mg-road-bangalore/info
Jeevanbheema Nagar,Raaga,N/A,"North Indian, Mughlai, Biryani, Chinese, Desserts, Beverages, Shake, Sichuan","₹1,000 for two",https://www.zomato.com/bangalore/raaga-indiranagar/info
Jeevanbheema Nagar,Bao Wow!,N/A,"Korean, Bubble Tea","₹1,000 for two",https://www.zomato.com/bangalore/bao-wow-indiranagar-bangalore/info
Jeevanbheema Nagar,30 Square,N/A,"Tibetan, Nepalese, Momos, Sichuan",₹400 for two,https://www.zomato.com/bangalore/30-square-koramangala-8th-block-bangalore/info
Jeevanbheema Nagar,Costa Coffee,N/A,"Cafe, Coffee, Sandwich, Desserts, Beverages",₹300 for two,https://www.zomato.com/bangalore/costa-coffee-old-madras-road-bangalore/info
Jeevanbheema Nagar,Natraj Chole Bhature,N/A,"North Indian, Street Food, Desserts",₹500 for two,https://www.zomato.com/bangalore/natraj-chole-bhature-indiranagar-bangalore/info
Jeevanbheema Nagar,Mäki Pâtisserie,N/A,"Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/m%C3%A4ki-p%C3%A2tisserie-indiranagar-bangalore/info
Jeevanbheema Nagar,Chaayos Chai+Snacks=Relax,N/A,"Tea, Beverages, Sandwich, Street Food",₹350 for two,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-indiranagar-bangalore/info
Jeevanbheema Nagar,Huvu Cafe,N/A,"Sandwich, Rolls, Desserts",₹800 for two,https://www.zomato.com/bangalore/huvu-cafe-1-indiranagar-bangalore/info
Jeevanbheema Nagar,Ela Matcha,N/A,,₹800 for two,https://www.zomato.com/bangalore/ela-matcha-indiranagar-bangalore/info
Jeevanbheema Nagar,Something's Brewing,N/A,"Coffee, Tea",₹300 for two,https://www.zomato.com/bangalore/somethings-brewing-indiranagar-bangalore/info
Jeevanbheema Nagar,Poha On Wheels,N/A,Street Food,₹200 for two,https://www.zomato.com/bangalore/poha-on-wheels-koramangala-6th-block-bangalore/info
Jeevanbheema Nagar,MAD & CO,N/A,"Bubble Tea, Coffee",₹250 for two,https://www.zomato.com/bangalore/mad-co-indiranagar-bangalore/info
Jeevanbheema Nagar,Sri Devi Cafe,N/A,South Indian,₹250 for two,https://www.zomato.com/bangalore/sri-devi-cafe-frazer-town/info
Jeevanbheema Nagar,KhaoMomo,N/A,"Momos, Chinese",₹250 for two,https://www.zomato.com/bangalore/khaomomo-indiranagar-bangalore/info
Jeevanbheema Nagar,Food Mohalla,N/A,"Pizza, Sandwich, Burger, Momos, Fast Food, Pasta, Desserts, Shake",₹300 for two,https://www.zomato.com/bangalore/food-mohalla-domlur-bangalore/info
Jeevanbheema Nagar,Kushbu Biryani Centre,N/A,"Biryani, North Indian, Mughlai, Seafood, Fast Food, Desserts, Shake, Beverages",₹450 for two,https://www.zomato.com/bangalore/kushbu-biryani-centre-rammurthy-nagar-bangalore/info
Jeevanbheema Nagar,Still Coffee,N/A,,"₹1,000 for two",https://www.zomato.com/bangalore/still-coffee-jeevan-bhima-nagar-bangalore/info
Jeevanbheema Nagar,Fritz Haber,N/A,"Desserts, Fast Food, Beverages",₹400 for two,https://www.zomato.com/bangalore/fritz-haber-koramangala-8th-block-bangalore/info
Jeevanbheema Nagar,WOW! Momo,N/A,"Momos, Chinese, Fast Food, Asian, Beverages",₹500 for two,https://www.zomato.com/bangalore/wow-momo-indiranagar-bangalore/info
Jeevanbheema Nagar,Moriz GrillB Family Restaurant,N/A,"North Indian, Chinese, Biryani, Mughlai, Shawarma, Fast Food, Desserts, Shake","₹1,000 for two",https://www.zomato.com/bangalore/moriz-grillb-family-restaurant-marathahalli-bangalore/info
Jeevanbheema Nagar,Wok Xpress,N/A,"Chinese, Momos",₹350 for two,https://www.zomato.com/bangalore/wok-xpress-cv-raman-nagar-bangalore/info
Jeevanbheema Nagar,Samosa Singh,N/A,"Street Food, North Indian, Mithai, Beverages",₹550 for two,https://www.zomato.com/bangalore/samosa-singh-brigade-road-bangalore/info
Jeevanbheema Nagar,Chai Theatre,N/A,Tea,₹200 for two,https://www.zomato.com/bangalore/chai-theatre-koramangala-6th-block-bangalore/info
Jeevanbheema Nagar,Black Kitchen,N/A,"Arabian, Kerala",₹300 for two,https://www.zomato.com/bangalore/black-kitchen-koramangala-6th-block/info
Jeevanbheema Nagar,Couples Adda,N/A,"North Indian, Chinese",₹500 for two,https://www.zomato.com/bangalore/couples-adda-2-cv-raman-nagar-bangalore/info
Jeevanbheema Nagar,Mango Mood Cafe,N/A,"Burger, Pasta, Hot dogs, Continental, Thai, Ice Cream",₹400 for two,https://www.zomato.com/bangalore/mango-mood-cafe-banaswadi-bangalore/info
Jeevanbheema Nagar,Subko Specialty Coffee Roasters,N/A,"Coffee, Cafe, Desserts",₹500 for two,https://www.zomato.com/bangalore/subko-specialty-coffee-roasters-indiranagar-bangalore/info
Jeevanbheema Nagar,Sea Pops,N/A,"South Indian, Burger, Bengali, Andhra, Seafood, Kerala, Fast Food, Street Food",₹850 for two,https://www.zomato.com/bangalore/sea-pops-indiranagar-bangalore/info
Jeevanbheema Nagar,CakeWalk,N/A,"Bakery, Fast Food, Desserts, Beverages",₹800 for two,https://www.zomato.com/bangalore/cakewalk-indiranagar/info
Jeevanbheema Nagar,Homer Resto Cafe,N/A,"Burger, Fast Food, Shake, Beverages",₹550 for two,https://www.zomato.com/bangalore/homer-resto-cafe-jeevan-bhima-nagar-bangalore/info
Jeevanbheema Nagar,Moriz Restaurant,N/A,"Arabian, Shawarma, North Indian, Chinese, Seafood, Biryani, Ice Cream, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/moriz-restaurant-brookefield-bangalore/info
Jeevanbheema Nagar,Al Buenos Dias,N/A,"North Indian, Chinese, Seafood, Shawarma, Shake, Juices",₹350 for two,https://www.zomato.com/bangalore/al-buenos-dias-1-jeevan-bhima-nagar-bangalore/info
Jeevanbheema Nagar,Subway,N/A,"Healthy Food, Sandwich, Fast Food, Wraps, Salad, Beverages",₹600 for two,https://www.zomato.com/bangalore/subway-marathahalli-bangalore/info
Jeevanbheema Nagar,Rolls On Wheels - Shawarma & Wraps,N/A,"Rolls, Kebab, Fast Food, Wraps, Momos, Shawarma, Beverages, Desserts",₹500 for two,https://www.zomato.com/bangalore/rolls-on-wheels-shawarma-wraps-indiranagar-bangalore/info
Jeevanbheema Nagar,Irani Standard Tea,N/A,Fast Food,₹200 for two,https://www.zomato.com/bangalore/irani-standard-tea-indiranagar-bangalore/info
Jeevanbheema Nagar,Backyard Burgers And Grill,N/A,"Burger, American, Wraps, Fast Food, Salad",₹700 for two,https://www.zomato.com/bangalore/backyard-burgers-and-grill-indiranagar-bangalore/info
Jeevanbheema Nagar,Yogi-sthaan,N/A,"Cafe, Healthy Food, Salad, Beverages, Desserts","₹1,000 for two",https://www.zomato.com/bangalore/yogi-sthaan-indiranagar-bangalore/info
Jeevanbheema Nagar,Sunny Side Bistro,N/A,"North Indian, Mughlai, Beverages",₹900 for two,https://www.zomato.com/bangalore/sunny-side-bistro-frazer-town-bangalore/info
Jeevanbheema Nagar,Deccan Platters,N/A,"Andhra, South Indian, North Indian, Biryani, Kebab, Tamil, Seafood",₹450 for two,https://www.zomato.com/bangalore/deccan-platters-koramangala-6th-block-bangalore/info
Jeevanbheema Nagar,"Drickle - Coffee, Bites & More",N/A,"Coffee, Burger, Sandwich, Desserts, Wraps, Beverages, Shake, Bakery",₹500 for two,https://www.zomato.com/bangalore/drickle-coffee-bites-more-koramangala-4th-block-bangalore/info
Jeevanbheema Nagar,The Chatpata Affair,N/A,"Street Food, Fast Food, Chinese, Beverages",₹150 for two,https://www.zomato.com/bangalore/the-chatpata-affair-ulsoor-bangalore/info
Jeevanbheema Nagar,Chef Bakers,N/A,"Bakery, Fast Food, Pizza, Sandwich, Burger, Waffle, Desserts",₹400 for two,https://www.zomato.com/bangalore/chef-bakers-9-marathahalli-bangalore/info
Jeevanbheema Nagar,Sagar Delicacy,N/A,"North Indian, Chinese, South Indian, Beverages",₹500 for two,https://www.zomato.com/bangalore/sagar-delicacy-2-ulsoor-bangalore/info
Jeevanbheema Nagar,Taco Street,N/A,"Mexican, Beverages",₹400 for two,https://www.zomato.com/bangalore/taco-street-indiranagar-bangalore/info
Jeevanbheema Nagar,Vaishnavi Vaibhava,N/A,"South Indian, North Indian, Chinese, Street Food, Biryani, Juices, Beverages, Ice Cream",₹300 for two,https://www.zomato.com/bangalore/vaishnavi-vaibhava-cv-raman-nagar-bangalore/info
Jeevanbheema Nagar,Biryani Day - Since 2007,N/A,"Biryani, North Indian, Mughlai, Seafood, Chinese, Kebab",₹850 for two,https://www.zomato.com/bangalore/biryani-day-since-2007-marathahalli-bangalore/info
Jeevanbheema Nagar,Burger King,N/A,"Burger, Fast Food, Desserts, Beverages",₹400 for two,https://www.zomato.com/bangalore/burger-king-indiranagar/info
